Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2022/09/13 06:01,17.2,69,11.5,17.2
2022/09/13 06:06,17.2,69,11.5,17.2
2022/09/13 06:11,17.2,69,11.5,17.2
2022/09/13 06:16,17.2,69,11.5,17.2
2022/09/13 06:21,17.2,69,11.5,17.2
2022/09/13 06:26,17.3,69,11.6,17.3
2022/09/13 06:31,17.2,69,11.5,17.2
2022/09/13 06:36,17.2,69,11.5,17.2
2022/09/13 06:41,17.2,69,11.5,17.2
2022/09/13 06:46,17.1,70,11.6,17.1
2022/09/13 06:51,17.1,70,11.6,17.1
2022/09/13 06:56,17.0,71,11.7,17.0
2022/09/13 07:01,17.0,71,11.7,17.0
2022/09/13 07:06,17.0,71,11.7,17.0
2022/09/13 07:11,17.0,72,11.9,17.0
2022/09/13 07:16,16.9,72,11.8,16.9
2022/09/13 07:21,16.9,73,12.1,16.9
2022/09/13 07:26,16.9,73,12.1,16.9
2022/09/13 07:31,17.0,73,12.1,17.0
2022/09/13 07:36,17.0,73,12.1,17.0
2022/09/13 07:41,17.1,72,12.0,17.1
2022/09/13 07:46,17.1,72,12.0,17.1
2022/09/13 07:51,17.2,72,12.1,17.2
2022/09/13 07:56,17.3,72,12.2,17.3
2022/09/13 08:01,17.4,71,12.1,17.4
2022/09/13 08:06,17.4,71,12.1,17.4
2022/09/13 08:11,17.6,70,12.1,17.6
2022/09/13 08:16,17.7,70,12.2,17.7
2022/09/13 08:21,17.9,69,12.2,17.9
2022/09/13 08:26,18.0,69,12.3,18.0
2022/09/13 08:31,18.2,69,12.4,18.2
2022/09/13 08:36,18.3,68,12.3,18.3
2022/09/13 08:41,18.6,67,12.4,18.6
2022/09/13 08:46,18.8,67,12.6,18.8
2022/09/13 08:51,19.0,66,12.5,19.0
2022/09/13 08:56,19.2,66,12.7,19.2
2022/09/13 09:01,19.2,66,12.7,19.2
2022/09/13 09:06,19.3,66,12.8,19.3
2022/09/13 09:11,19.4,66,12.9,19.4
2022/09/13 09:16,19.5,65,12.8,19.5
2022/09/13 09:21,19.5,65,12.8,19.5
2022/09/13 09:26,19.6,65,12.9,19.6
2022/09/13 09:31,19.6,65,12.9,19.6
2022/09/13 09:36,19.7,65,13.0,19.7
2022/09/13 09:41,19.9,65,13.2,19.9
2022/09/13 09:46,20.1,65,13.3,20.1
2022/09/13 09:51,20.3,64,13.3,20.3
2022/09/13 09:56,20.4,64,13.4,20.4
2022/09/13 10:01,20.5,64,13.5,20.5
2022/09/13 10:06,20.7,64,13.7,20.7
2022/09/13 10:11,21.0,63,13.7,21.0
2022/09/13 10:16,21.3,62,13.8,21.3
2022/09/13 10:21,21.6,62,14.0,21.6
2022/09/13 10:26,21.7,61,13.9,21.7
2022/09/13 10:31,21.9,61,14.1,21.9
2022/09/13 10:36,22.0,61,14.2,22.0
2022/09/13 10:41,22.1,61,14.3,22.1
2022/09/13 10:46,22.4,60,14.3,22.4
2022/09/13 10:51,22.5,60,14.4,22.5
2022/09/13 10:56,22.6,60,14.5,22.6
2022/09/13 11:01,22.6,60,14.5,22.6
2022/09/13 11:06,22.6,60,14.5,22.6
2022/09/13 11:11,22.7,59,14.3,22.7
2022/09/13 11:16,22.7,59,14.3,22.7
2022/09/13 11:21,22.7,59,14.3,22.7
2022/09/13 11:26,22.9,58,14.2,22.9
2022/09/13 11:31,23.2,58,14.5,23.2
2022/09/13 11:36,23.6,57,14.6,23.6
2022/09/13 11:41,23.9,57,14.9,23.9
2022/09/13 11:46,24.1,56,14.8,24.1
2022/09/13 11:51,24.2,56,14.9,24.2
2022/09/13 11:56,24.4,54,14.5,24.4
2022/09/13 12:01,24.3,55,14.7,24.3
2022/09/13 12:06,24.2,54,14.3,24.2
2022/09/13 12:11,24.2,55,14.6,24.2
2022/09/13 12:16,24.2,54,14.3,24.2
2022/09/13 12:21,24.3,54,14.4,24.3
2022/09/13 12:26,24.3,53,14.1,24.3
2022/09/13 12:31,24.3,53,14.1,24.3
2022/09/13 12:36,24.3,54,14.4,24.3
2022/09/13 12:41,24.5,54,14.6,24.5
2022/09/13 12:46,24.7,53,14.5,24.7
2022/09/13 12:51,24.9,52,14.4,24.9
2022/09/13 12:56,25.0,52,14.5,25.0
2022/09/13 13:01,25.2,52,14.7,25.2
2022/09/13 13:06,25.3,52,14.8,25.3
2022/09/13 13:11,25.6,52,15.0,25.6
2022/09/13 13:16,25.7,50,14.5,25.7
2022/09/13 13:21,25.8,50,14.6,25.8
2022/09/13 13:26,25.7,51,14.8,25.7
2022/09/13 13:31,25.8,51,14.9,25.8
2022/09/13 13:36,25.9,51,15.0,25.9
2022/09/13 13:41,25.7,50,14.5,25.7
2022/09/13 13:46,25.5,51,14.7,25.5
2022/09/13 13:51,25.1,52,14.6,25.1
2022/09/13 13:56,24.9,52,14.4,24.9
2022/09/13 14:01,25.0,53,14.8,25.0
2022/09/13 14:06,25.0,53,14.8,25.0
2022/09/13 14:11,25.0,53,14.8,25.0
2022/09/13 14:16,25.1,53,14.9,25.1
2022/09/13 14:21,25.3,53,15.1,25.3
2022/09/13 14:26,25.3,52,14.8,25.3
2022/09/13 14:31,25.5,51,14.7,25.5
2022/09/13 14:36,25.7,50,14.5,25.7
2022/09/13 14:41,25.9,51,15.0,25.9
2022/09/13 14:46,25.9,50,14.7,25.9
2022/09/13 14:51,25.8,50,14.6,25.8
2022/09/13 14:56,25.8,50,14.6,25.8
2022/09/13 15:01,25.7,51,14.8,25.7
2022/09/13 15:06,25.5,51,14.7,25.5
2022/09/13 15:11,25.8,52,15.2,25.8
2022/09/13 15:16,26.0,52,15.4,26.0
2022/09/13 15:21,26.0,50,14.8,26.0
2022/09/13 15:26,26.1,50,14.9,26.1
2022/09/13 15:31,26.2,51,15.3,26.2
2022/09/13 15:36,26.1,51,15.2,26.1
2022/09/13 15:41,26.2,50,15.0,26.2
2022/09/13 15:46,26.3,50,15.1,26.3
2022/09/13 15:51,26.4,50,15.2,26.4
2022/09/13 15:56,26.3,50,15.1,26.3
2022/09/13 16:01,26.2,51,15.3,26.2
2022/09/13 16:06,26.0,51,15.1,26.0
2022/09/13 16:11,26.0,51,15.1,26.0
2022/09/13 16:16,25.9,52,15.3,25.9
2022/09/13 16:21,25.9,52,15.3,25.9
2022/09/13 16:26,25.9,53,15.6,25.9
2022/09/13 16:31,25.9,53,15.6,25.9
2022/09/13 16:36,25.9,53,15.6,25.9
2022/09/13 16:41,25.7,55,16.0,25.7
2022/09/13 16:46,25.6,55,15.9,25.6
2022/09/13 16:51,25.5,56,16.1,25.5
2022/09/13 16:56,25.4,57,16.3,25.4
2022/09/13 17:01,25.3,58,16.5,25.3
2022/09/13 17:06,25.2,58,16.4,25.2
2022/09/13 17:11,25.0,59,16.5,25.0
2022/09/13 17:16,24.9,60,16.6,24.9
2022/09/13 17:21,24.7,62,17.0,24.7
